expt_id,master_ccl_id,experiment_date,cells_per_well
526,244,20121009,500
526,244,20121010,500
527,266,20121009,500
527,266,20121010,500
528,699,20121009,500
529,719,20121009,500
530,901,20121009,500
530,901,20121010,500
531,943,20121009,500
531,943,20121010,500
532,1011,20121009,500
533,1148,20121009,500
534,1206,20121009,500
535,155456,20121012,500
536,172,20121012,500
537,201,20121012,500
538,240,20121012,500
539,274,20121012,500
540,283,20121012,500
541,305,20121012,500
542,470,20121012,500
543,597,20121012,500
543,597,20121013,500
544,155366,20121012,500
545,887,20121012,500
546,888,20121012,500
547,889,20121012,500
548,1218,20121012,500
549,182,20121013,500
550,633,20121013,500
551,155487,20121013,500
552,155496,20121013,500
553,25,20121015,500
554,188,20121015,500
555,474,20121015,500
556,482,20121015,500
557,127991,20121015,500
558,961,20121015,500
559,1063,20121015,500
560,1177,20121015,500
561,59,20121019,500
562,400,20121019,500
563,405,20121019,500
564,488,20121019,500
565,516,20121019,500
566,540,20121019,500
567,624,20121019,500
568,658,20121019,500
569,1025,20121019,500
570,1036,20121019,500
571,1147,20121019,500
572,50,20121022,500
573,43,20121022,500
574,151,20121022,500
575,243,20121022,500
576,518,20121022,500
577,155513,20121022,500
578,907,20121022,500
579,971,20121022,500
580,990,20121022,500
581,1056,20121022,500
582,28,20121026,500
582,28,20121027,500
583,55,20121026,500
584,103,20121026,500
584,103,20121027,500
585,121,20121026,500
586,163,20121026,500
586,163,20121027,500
587,418,20121026,500
587,418,20121027,500
588,441,20121026,500
588,441,20121027,500
589,450,20121026,500
589,450,20121027,500
590,1254,20121026,500
590,1254,20121027,500
591,668,20121026,500
591,668,20121027,500
592,155387,20121026,500
592,155387,20121027,500
593,155305,20121026,500
593,155305,20121027,500
594,880,20121026,500
594,880,20121027,500
595,952,20121026,500
595,952,20121027,500
596,1172,20121026,500
596,1172,20121027,500
597,1192,20121026,500
597,1192,20121027,500
598,1210,20121026,500
598,1210,20121027,500
599,109,20121029,500
600,174,20121029,500
601,217,20121029,500
602,248,20121029,500
603,265,20121029,500
604,383,20121029,500
605,395,20121029,500
606,490,20121029,500
607,672,20121029,500
608,696,20121029,500
609,155399,20121029,500
610,906,20121029,500
611,922,20121029,500
612,950,20121029,500
613,1010,20121029,500
614,1037,20121029,500
615,1041,20121029,500
616,487,20121029,500
617,33,20121103,500
618,374,20121103,500
619,486,20121103,500
620,879,20121103,500
621,905,20121103,500
622,920,20121103,500
623,1108,20121103,500
624,1209,20121103,500
625,15,20121105,500
626,22,20121105,500
627,23,20121105,500
627,23,20121106,500
628,27,20121105,500
628,27,20121106,500
629,52,20121105,500
629,52,20121106,500
630,110,20121105,500
630,110,20121106,500
631,114,20121105,500
631,114,20121106,500
632,169,20121105,500
633,258,20121105,500
633,258,20121106,500
634,280,20121105,500
635,281,20121105,500
636,377,20121105,500
637,457,20121105,500
637,457,20121106,500
638,472,20121105,500
639,480,20121105,500
640,638,20121105,500
640,638,20121106,500
641,930,20121105,500
642,1006,20121105,500
642,1006,20121106,500
643,1058,20121105,500
643,1058,20121106,500
644,1204,20121105,500
645,1282,20121105,500
646,37,20121109,500
647,225,20121109,500
648,255,20121109,500
649,331,20121109,500
650,409,20121109,500
651,414,20121109,500
652,446,20121109,500
653,489,20121109,500
654,497,20121109,500
655,669,20121109,500
656,679,20121109,500
657,723,20121109,500
658,1048,20121109,500
659,1053,20121109,500
660,1165,20121109,500
661,1255,20121109,500
662,1260,20121109,500
663,90,20121112,500
663,90,20121113,500
664,118,20121112,500
665,128,20121112,500
666,144,20121112,500
667,434,20121112,500
667,434,20121113,500
668,926,20121112,500
669,522,20121112,500
670,541,20121112,500
670,541,20121113,500
671,556,20121112,500
672,705,20121112,500
673,155439,20121112,500
674,923,20121112,500
674,923,20121113,500
675,940,20121112,500
675,940,20121113,500
676,1042,20121112,500
677,1051,20121112,500
678,1195,20121112,500
678,1195,20121113,500
679,1283,20121112,500
680,56,20121116,500
681,75,20121116,500
682,183,20121116,500
683,193,20121116,500
684,371,20121116,500
685,462,20121116,500
686,475,20121116,500
687,561,20121116,500
688,663,20121116,500
689,155385,20121116,500
690,155499,20121116,500
691,155502,20121116,500
692,852,20121116,500
693,890,20121116,500
694,1028,20121116,500
695,1199,20121116,500
696,1234,20121116,500
697,19,20121119,500
698,34,20121119,500
699,345,20121119,500
700,363,20121119,500
701,461,20121119,500
702,495,20121119,500
703,513,20121119,500
704,155400,20121119,500
705,155422,20121119,500
706,155441,20121119,500
707,155365,20121119,500
708,1055,20121119,500
709,1186,20121119,500
710,58,20121123,500
711,203,20121123,500
712,369,20121123,500
713,448,20121123,500
714,635,20121123,500
715,155292,20121123,500
716,155463,20121123,500
717,155467,20121123,500
718,155322,20121123,500
719,155324,20121123,500
720,155325,20121123,500
721,939,20121123,500
722,935,20121123,500
723,1000,20121123,500
724,1014,20121123,500
725,1089,20121123,500
726,1208,20121123,500
727,204,20121130,500
727,204,20121201,500
728,301,20121130,500
728,301,20121201,500
729,337,20121130,500
729,337,20121201,500
730,426,20121130,500
730,426,20121201,500
731,155493,20121130,500
731,155493,20121201,500
732,937,20121130,500
732,937,20121201,500
733,52,20121130,500
733,52,20121201,500
734,1100,20121130,500
734,1100,20121201,500
735,1112,20121130,500
735,1112,20121201,500
736,1126,20121130,500
736,1126,20121201,500
737,1130,20121130,500
737,1130,20121201,500
738,1160,20121130,500
738,1160,20121201,500
739,1170,20121130,500
739,1170,20121201,500
740,1189,20121130,500
740,1189,20121201,500
741,1243,20121130,500
741,1243,20121201,500
742,1271,20121130,500
742,1271,20121201,500
743,1273,20121130,500
743,1273,20121201,500
744,1286,20121130,500
744,1286,20121201,500
745,145,20121203,500
745,145,20121204,500
746,146,20121203,500
746,146,20121204,500
747,456,20121203,500
747,456,20121204,500
748,484,20121203,500
748,484,20121204,500
749,505,20121203,500
749,505,20121204,500
750,566,20121203,500
750,566,20121204,500
751,603,20121203,500
751,603,20121204,500
752,673,20121203,500
752,673,20121204,500
753,680,20121203,500
753,680,20121204,500
754,681,20121203,500
754,681,20121204,500
755,704,20121203,500
755,704,20121204,500
756,963,20121203,500
757,980,20121203,500
757,980,20121204,500
758,1044,20121203,500
758,1044,20121204,500
759,1075,20121203,500
759,1075,20121204,500
760,1137,20121203,500
760,1137,20121204,500
761,1146,20121203,500
761,1146,20121204,500
762,1180,20121203,500
762,1180,20121204,500
763,67,20121207,500
764,68,20121207,500
765,69,20121207,500
766,160,20121207,500
767,236,20121207,500
768,264,20121207,500
769,431,20121207,500
770,572,20121207,500
771,127978,20121207,500
772,1104,20121207,500
773,1155,20121207,500
774,1159,20121207,500
775,225,20121207,500
776,1249,20121207,500
777,526,20121210,500
778,218,20121210,500
779,271,20121210,500
780,324,20121210,500
781,381,20121210,500
782,155356,20121210,500
783,909,20121210,500
784,1017,20121210,500
785,1019,20121210,500
786,1214,20121210,500
787,1223,20121210,500
788,219,20121214,500
789,352,20121214,500
790,471,20121214,500
791,558,20121214,500
792,648,20121214,500
793,155421,20121214,500
794,881,20121214,500
795,1245,20121214,500
796,70,20121221,500
797,116,20121221,500
798,122,20121221,500
799,129,20121221,500
800,215,20121221,500
801,241,20121221,500
802,303,20121221,500
803,346,20121221,500
804,382,20121221,500
805,578,20121221,500
806,584,20121221,500
807,587,20121221,500
808,593,20121221,500
809,651,20121221,500
810,671,20121221,500
811,874,20121221,500
812,1073,20121221,500
813,1094,20121221,500
814,66,20121224,500
815,253,20121224,500
816,502,20121224,500
817,519,20121224,500
818,530,20121224,500
819,549,20121224,500
820,581,20121224,500
821,886,20121224,500
822,925,20121224,500
823,1114,20121224,500
824,1133,20121224,500
825,1175,20121224,500
826,1176,20121224,500
827,1188,20121224,500
828,1225,20121224,500
829,10,20130107,500
830,79,20130107,500
831,82,20130107,500
832,88,20130107,500
833,93,20130107,500
834,94,20130107,500
835,95,20130107,500
836,97,20130107,500
837,186,20130107,500
838,221,20130107,500
839,262,20130107,500
840,318,20130107,500
841,421,20130107,500
842,543,20130107,500
843,639,20130107,500
844,155435,20130107,500
845,1033,20130107,500
846,1076,20130107,500
847,1095,20130107,500
848,26,20130111,500
849,48,20130111,500
850,368,20130111,500
851,399,20130111,500
852,641,20130111,500
853,155404,20130111,500
854,436,20130111,500
855,410,20130114,500
856,465,20130114,500
857,155451,20130114,500
858,1009,20130114,500
859,1035,20130114,500
860,432,20130118,500
861,657,20130118,500
862,155341,20130118,500
863,1004,20130118,500
864,1236,20130118,500
865,96,20130121,500
866,155440,20130121,500
867,1013,20130125,500
868,424,20130128,500
869,439,20130128,500
870,537,20130128,500
871,956,20130128,500
872,1052,20130128,500
873,53,20130201,500
874,157,20130201,500
875,652,20130201,500
876,927,20130201,500
877,78,20130827,500
878,81,20130827,500
879,84,20130827,500
880,91,20130827,500
881,155803,20130827,500
882,155804,20130827,500
883,155805,20130827,500
884,155806,20130827,500
885,155807,20130827,500
886,155808,20130827,500
887,155809,20130827,500
888,155810,20130827,500
889,155811,20130827,500
890,155812,20130827,500
891,155813,20130827,500
892,155814,20130827,500
893,155815,20130827,500
894,155816,20130827,500
895,155817,20130827,500
896,155818,20130827,500
897,120597,20130827,500
898,155819,20130827,500
899,155823,20130918,500
900,155825,20130918,500
901,155820,20130918,500
902,155821,20130918,500
903,150887,20130918,500
904,155827,20130918,500
905,155822,20130918,500
906,155824,20130918,500
907,155826,20130918,500
