experiment_id,area_under_curve,master_cpd_id
2,13.101,660819
2,15.383,660821
2,15,660823
2,15.431,660839
2,14.53,660840
2,13.028,660857
2,15.805,665818
2,14.291,686134
2,13.847,688888
2,16.159,705300
3,15.4,1788
3,13.986,3588
3,15.972,12877
3,13.633,17712
3,14.174,18311
3,14.685,19153
3,14.025,23151
3,12.862,23256
3,12.685,24173
3,12.986,25036
3,13.75,25334
3,14.459,25344
3,13.179,25393
3,16.435,26870
3,15.733,26874
3,14.576,26914
3,8.5778,26956
3,13.234,26972
3,14.905,26979
3,9.9074,27871
3,14.335,27872
3,11.77,27894
3,13.493,28172
3,14.931,28183
3,12.37,28452
3,12.269,28784
3,15.556,29985
3,7.8369,30371
3,11.387,30620
3,12.959,32372
3,16.47,32622
3,13.309,33166
3,16.624,35319
3,9.1502,36599
3,16.074,37190
3,14.76,37479
3,13.426,39782
3,11.763,42319
3,13.647,44503
3,14.932,44511
3,13.352,44554
3,9.8158,44580
3,14.155,45093
3,12.961,46792
3,12.632,48589
3,12.688,50131
3,14.641,50134
3,15.605,50140
3,13.519,50163
3,13.304,50715
3,12.626,50727
3,12.421,50732
3,14.388,50737
3,12.35,50747
3,14.449,50753
3,14.543,50769
3,13.651,52123
3,13.889,52430
3,14.35,52576
3,12.92,52582
3,9.388,52882
3,13.644,52928
3,13.39,53556
3,14.305,53705
3,6.474,54210
3,16.316,55307
3,14.662,55512
3,14.651,56703
3,13.717,58339
3,16.327,58442
3,13.753,58472
3,12.187,58566
3,12.445,60218
3,15.734,60679
3,11.35,61097
3,15.086,61674
3,14.687,61724
3,14.576,61775
3,15.022,62111
3,8.4805,62602
3,16.264,62690
3,14.462,63349
3,16.278,63578
3,13.723,96171
3,13.678,100490
3,14.226,102193
3,12.513,119769
3,14.431,122255
3,14.043,142931
3,13.448,153820
3,7.1572,154846
3,13.13,176181
3,14.887,182395
3,14.199,183526
3,15.42,185987
3,12.065,199337
3,14.867,255961
3,16.298,267119
3,14.551,272805
3,17.431,277354
3,12.871,290356
3,14.963,345041
3,14.354,347775
3,14.781,347812
3,7.0768,347813
3,15.126,348633
3,14.434,348991
3,13.675,348997
3,12.301,349002
3,12.545,349006
3,14.355,350548
3,15.774,351043
3,13.227,362063
3,14.289,362338
3,14.388,374747
3,13.023,374749
3,13.411,374750
3,14.464,374755
3,12.647,375256
3,11.42,375264
3,14.009,375354
3,14.736,375366
3,13.215,375390
3,15.634,375395
3,14.655,375435
3,13.891,375447
3,14.452,375487
3,14.431,375492
3,13.992,375496
3,12.654,375562
3,12.787,375564
3,13.079,375594
3,16.516,375596
3,13.54,375637
3,15.998,376307
3,16.266,376693
3,14.467,377381
3,12.978,385240
3,13.954,387472
3,15.993,389297
3,15.845,397964
3,16.33,402775
3,14.67,404070
3,13.503,404452
3,10.712,404566
3,15.742,410270
3,14.399,410703
3,12.109,411714
3,13.971,411716
3,14.495,411717
3,14.073,411719
3,16.036,411720
3,14.581,411722
3,12.12,411724
3,14.429,411726
3,13.305,411727
3,12.498,411731
3,13.58,411733
3,13.951,411734
3,11.573,411737
3,14.172,411738
3,15,411739
3,12.427,411742
3,15.412,411749
3,10.277,411770
3,14.652,411792
3,14.544,411805
3,12.197,411808
3,15.272,411809
3,13.962,411814
3,14.463,411815
3,15.611,411816
3,15.44,411820
3,14.3,411824
3,15.652,411827
3,14.909,411831
3,12.272,411832
3,12.944,411833
3,13.841,411843
3,13.534,411859
3,11.704,411863
3,12.487,411865
3,14.887,411867
3,14.183,411869
3,13.952,411874
3,15,414479
3,15.624,415688
3,12.034,416775
3,14.275,416777
3,13.441,416842
3,13.903,417098
3,14.509,417262
3,14.134,417415
3,14.943,417416
3,15.635,417417
3,13.636,417451
3,11.907,417452
3,13.941,417663
3,12.969,417818
3,14.851,417977
3,6.4782,417979
3,12.587,417981
3,13.655,417982
3,12.707,418038
3,13.472,418162
3,15.514,418163
3,14.691,418164
3,9.0011,418166
3,11.606,418167
3,16.039,418170
3,13.96,418172
3,12.853,418209
3,15.41,425733
3,14.736,429535
3,16.162,431987
3,16.283,434195
3,15.549,435086
3,16.17,435898
3,14.663,436211
3,16.406,437263
3,15.876,437906
3,13.072,438564
3,14.344,438691
3,15.629,438776
3,16.053,442141
3,12.308,444779
3,16.009,446546
3,16.616,446716
3,14.88,447732
3,14.5,448891
3,14.18,449707
3,13.981,450415
3,16.194,452570
3,15,463198
3,14.911,464458
3,13.878,464880
3,14.417,481311
3,15,594399
3,14.511,594663
3,12.881,594664
3,14.432,594665
3,10.119,595102
3,14.293,596868
3,14.461,600054
3,12.829,606033
3,15.662,606034
3,13.257,606035
3,11.718,606138
3,10.854,606142
3,13.974,606143
3,10.807,606144
3,14.505,606246
3,14.81,606248
3,11.224,606249
3,13.875,606254
3,16.465,606256
3,13.486,606356
3,12.469,606363
3,14.859,606470
3,14.699,606586
3,14.732,606670
3,16.742,608062
3,15.592,608999
3,14.279,609056
3,13.193,609058
3,6.5174,609060
3,12.613,609061
3,13.033,609062
3,13.385,609063
3,13.797,609091
3,7.1656,609110
3,13.414,609121
3,13.947,609124
3,14.304,609332
3,13.784,609440
3,11.319,609596
3,11.547,609639
3,13.612,609674
3,15.348,609681
3,14.51,609781
3,16.159,616353
3,12.223,616354
3,15.81,616355
3,14.661,616408
3,14.044,622911
3,14.934,622913
3,13.552,628408
3,13.265,628601
3,12.339,628603
3,10.99,628607
3,13.11,628613
3,10.895,628614
3,13.394,628620
3,16.082,628622
3,15.39,628639
3,14.434,632103
3,8.3393,632104
3,14.486,632119
3,10.9,632243
3,8.7944,632873
3,12.806,632907
3,13.54,634309
3,15.983,634814
3,16.155,635576
3,14.587,635882
3,15.797,636425
3,12.327,636711
3,13.505,639390
3,13.759,639450
3,13.749,639531
3,11.749,639759
3,11.828,639962
3,14.615,640007
3,16.283,640011
3,12.877,640157
3,13.977,640265
3,15.406,641721
3,13.815,648987
3,14.779,649420
3,9.9877,649862
3,15.007,651304
3,15.3,651642
3,9.8902,652975
3,13.983,657183
3,14.349,659371
3,14.027,659682
3,13.172,659993
3,12.342,660073
3,13.901,660075
3,13.89,660078
3,16.223,660079
3,14.941,660080
3,14.991,660081
3,14.664,660082
3,13.861,660083
3,14.548,660084
3,7.3404,660086
3,13.993,660087
3,14.783,660119
3,13.519,660129
3,13.057,660130
3,13.692,660131
3,13.692,660132
3,14.513,660133
3,12.396,660134
3,7.6357,660135
3,15.088,660136
3,13.314,660137
3,14.773,660139
3,14.257,660140
3,14.906,660145
3,14.321,660172
3,11.607,660173
3,10.988,660174
3,13.441,660175
3,12.552,660176
3,11.349,660177
3,15.855,660178
3,14.128,660179
3,14.275,660180
3,13.992,660181
3,14.868,660201
3,14.235,660202
3,12.285,660206
3,14.226,660207
3,13.817,660216
3,11.655,660217
3,13.674,660218
3,13.955,660219
3,14.292,660220
3,15,660221
3,11.906,660222
3,13.439,660223
3,13.702,660224
3,11.879,660225
3,14.611,660227
3,14.805,660228
3,14.948,660229
3,13.627,660230
3,11.326,660238
3,12.727,660245
3,10.179,660246
3,14.458,660247
3,14.349,660248
3,14.849,660249
3,15.505,660250
3,14.399,660251
3,12.94,660252
3,12.486,660253
3,14.124,660268
3,14.646,660269
3,14.383,660270
3,15,660271
3,8.3831,660280
3,14.71,660281
3,10.664,660282
3,13.514,660283
3,13.259,660284
3,9.7243,660286
3,13.063,660287
3,13.303,660288
3,12.736,660301
3,14.92,660304
3,15.666,660314
3,15.268,660317
3,8.9978,660318
3,13.236,660319
3,13.52,660321
3,11.471,660322
3,13.882,660325
3,13.015,660327
3,13.315,660331
3,14.902,660332
3,14.168,660341
3,11.458,660346
3,12.748,660358
3,15.711,660391
3,12.058,660397
3,15.632,660410
3,13.878,660411
3,14.522,660412
3,12.936,660413
3,12.697,660414
3,13.034,660421
3,15.356,660424
3,14.69,660425
3,11.882,660429
3,14.671,660430
3,14.68,660431
3,10.242,660432
3,13.182,660433
3,13.237,660434
3,13.708,660768
3,13.227,660774
3,8.7477,660777
3,14.194,660778
3,10.644,660779
3,13.514,660796
3,14.141,660797
3,14.886,660798
3,13.052,660819
3,15.378,660821
3,12.216,660823
3,15.359,660839
3,13.657,660840
3,13.316,660857
3,14.334,665818
3,14.709,686134
3,13.859,688888
3,14.914,705300
4,14.388,1788
4,12.091,3588
4,14.742,12877
4,12.098,18311
4,13.23,19153
4,14.999,23151
4,14.157,23256
4,14.692,24173
4,14.362,25036
4,14.747,25334
4,14.096,25344
4,14.365,26870
4,14.817,26874
4,13.885,26914
4,8.6047,26956
4,17.002,26979
4,12.648,27871
4,14.999,27872
4,14.538,27894
4,10.09,28172
4,16.859,28183
4,12.315,28452
4,13.312,28784
4,6.4609,30371
4,13.875,30620
4,13.291,32372
4,15,32620
4,16.312,32622
4,11.03,32653
4,13.033,33166
4,14.755,35319
4,8.926,36599
4,2.6835,37190
4,12.499,42319
4,12.833,44503
4,14.714,44511
4,14.554,44554
4,9.5469,44580
4,13.362,48589
4,12.136,50131
4,14.345,50140
4,14.109,50163
4,14.62,50715
4,15,50727
4,9.6771,50732
4,13.902,50737
4,14.569,50753
4,10.275,52123
4,12.951,52430
4,15,52576
4,12.193,52582
4,9.8226,52882
4,10.475,52926
4,11.021,52928
4,14.435,53556
4,13.106,53705
4,20.449,54210
4,14.447,55307
4,16.749,55512
4,12.5,56554
4,14.078,58339
4,17.689,58442
4,13.93,58455
4,13.437,58472
4,15.605,58566
4,11.644,60218
4,16.274,60679
4,15.012,61097
4,13.435,61674
4,13.495,61724
4,15.776,61775
4,14.609,62111
4,8.642,62602
4,12.171,62690
4,16.523,100490
4,12.469,102193
4,14.501,119769
4,15,142931
4,15.92,153820
4,14.498,182395
4,17.093,183526
4,16.255,185987
4,18.209,199337
4,13.214,215497
4,15,255961
4,16.789,267119
4,15,277354
4,7.711,290356
4,13.768,345041
4,13.807,347775
4,14.57,347812
4,7.7814,347813
4,12.934,348990
4,13.955,348991
4,11.771,348997
4,11.11,349002
4,12.771,349006
4,14.736,351043
4,15.582,362063
4,14.058,362338
4,14.109,362342
4,15.84,374747
4,14.33,374749
4,12.373,374750
4,12.386,375256
4,6.4696,375264
4,15.561,375366
4,13.806,375390
4,17.346,375395
4,16.634,375435
4,12.55,375447
4,14.805,375487
4,14.943,375492
4,13.577,375496
4,13.401,375560
4,13.084,375564
4,14.227,375582
4,12.031,375594
4,11.252,375637
4,15.005,376307
4,13.527,376693
4,21.219,385240
4,15.358,389297
4,16.314,397964
4,15.678,402775
4,14.064,404452
4,10.698,404566
4,14.42,410270
4,17.781,410703
4,7.4003,411714
4,17.642,411716
4,17.268,411717
4,17.7,411719
4,15,411720
4,12.497,411722
4,12.806,411724
4,14.586,411726
4,17.025,411727
4,12.446,411731
4,11.065,411733
4,16.173,411734
4,12.161,411737
4,13.602,411738
4,13.919,411739
4,16.392,411742
4,14.801,411749
4,10.123,411770
4,14.378,411774
4,14.257,411805
4,12.362,411808
4,11.305,411809
4,14.177,411815
4,21.542,411816
4,14.734,411820
4,14.088,411824
4,14.661,411827
4,14.042,411832
4,9.5871,411833
4,15,411843
4,13.827,411859
4,9.7056,411863
4,14.39,411867
4,14.345,411869
4,16.246,411874
4,18.33,414479
4,18.198,415688
4,9.4808,416775
4,15.547,416777
4,15.75,416842
4,16.549,417098
4,17.754,417262
4,13.945,417415
4,12.144,417416
4,14.219,417417
4,11.846,417452
4,15.843,417663
4,13.671,417818
4,13.704,417977
4,8.6782,417979
4,13.396,417981
4,14.146,417982
4,13.227,417987
4,11.859,418038
4,13.566,418162
4,14.519,418163
4,13.197,418164
4,9.1529,418166
4,18.509,418167
4,18.189,418170
4,10.174,418209
4,14.731,425733
4,18.569,429535
4,15.225,431987
4,16.4,435086
4,16.7,435898
4,17.467,437263
4,16.219,437906
4,17.448,438691
4,13.738,438776
4,14.419,442141
4,14.523,444779
4,16.676,446546
4,16.589,447732
4,15,449707
4,14.789,450415
4,15,463198
4,14.256,464458
4,13.663,481311
4,15.964,594399
4,15.743,594663
4,13.223,594664
4,9.7823,595102
4,17.483,600054
4,15.871,601923
4,13.063,606033
4,16.274,606034
4,11.12,606035
4,10.517,606135
4,15.629,606138
4,9.6708,606142
4,13.68,606143
4,10.103,606144
4,11.755,606249
